River_Width,Indust_Areas,River_Slantness,Area_Type,Bed_soil_Saltness,Flow_Diverters,Length_of_Staritness,No_of_Streams_Mixing,No_of_River_Deep_Bends,Clayey_Soil_Presence,Mo_of_ExtractingPoints,River_Curvature,Sanity_Level,PH_Level,Dissolved_Oxygen,Zinc_Level,Normalized_carbon,Flourides_Presence,Water_Quality
1164.13,1,1.77,1,0.1024,1,799.13,29,1,180.7443,15,22.32,7.91,7.9,13.5,3.9,2,1,1
625.2,2,0.02,2,0.4838,2,40.44,45,2,282.6861,20,159.31,17.15,5.4,10.8,4.4,3,1,2
391.44,2,0.65,2,0.4359,2,50.1,41,2,266.8991,17,212.42,23.18,6.2,11.3,4.3,3,1,2
1523.25,1,2.35,1,0.0595,1,509.41,22,1,111.3611,9,120.53,8.88,8.2,12.9,2.8,2,1,1
1655.77,1,1.34,1,0.0779,1,751.88,28,1,131.9934,13,87.5,7.73,8.8,12.2,3.2,2,1,1
2445.82,0,3.6,0,0.0145,0,1503.72,0,0,36.8222,2,1.99,3.99,7.4,15.9,1.8,1,0,0
582.1,2,0.77,2,0.4555,2,127.17,38,2,215.5013,18,133.82,25.86,6.3,10.6,5.4,3,1,2
2496.58,0,3.3,0,0.0458,0,1580.91,20,0,23.9897,0,7.5,4.49,7.3,14.8,0.3,0,0,0
488.5,2,0.91,2,0.3375,2,76.93,50,2,235.3017,20,237.83,13.85,5.9,10.5,6,3,1,2
1295.78,1,2.14,1,0.1824,1,925.71,27,1,138.5426,14,91.48,6.42,7.9,14,2.3,2,1,1
2163.92,0,2.82,0,0.0126,0,1330.87,8,0,41.788,8,8.88,1.14,6.7,14.9,0.1,1,0,0
791.47,2,0.96,2,0.2925,2,21.22,39,2,235.8433,20,156.71,11.07,5.6,11.7,5.6,3,1,2
1618.32,1,2.1,1,0.1704,1,788.63,23,1,180.9739,15,47.12,5.9,7.8,12.4,3.6,2,1,1
1157.08,1,1.27,1,0.1879,1,549.76,21,1,174.7731,14,84.97,6.02,7.7,12.9,3.6,2,1,1
301.55,2,0.62,2,0.4278,2,158.58,46,2,234.576,21,135.61,15.36,6,11.1,4.8,3,1,2
1773.66,1,2.27,1,0.2272,1,571.23,34,1,193.6122,14,77.6,5.31,8.6,13.7,2.7,2,1,1
2771.78,0,3.75,0,0.0104,0,1794.37,7,0,65.2663,4,0.85,2.11,6.7,14.7,1.2,0,0,0
146.14,2,0.44,2,0.2935,2,14.09,47,2,294.7973,17,239,22.82,6.1,11.4,5.6,3,1,2
592.02,2,0.77,2,0.3414,2,191.86,49,2,219.5256,16,197.97,9.08,5.7,10.9,5.7,3,1,2
453.65,2,0.51,2,0.4253,2,14.39,38,2,236.5096,17,144.37,20.17,5.3,10.8,5.2,3,1,2
352.31,2,0.8,2,0.4525,2,417.47,39,2,238.4953,19,185.98,11.38,5.9,11.9,4.8,3,1,2
1490.37,1,2.32,1,0.0619,1,537.86,28,1,171.0568,12,81.65,6.45,8.5,12.9,2.4,2,1,1
2399.04,0,3.73,0,0.0198,0,1727.57,7,0,9.5611,1,0.97,4.51,6.9,15.6,0.4,0,0,0
918.85,2,0.11,2,0.359,2,405.01,41,2,222.1685,19,231.4,15.88,6.2,10.9,4.6,3,1,2
2653.58,0,2.8,0,0.0493,0,1088.45,7,0,25.7585,3,15.96,3.27,6.9,14.5,1.7,0,0,0
2172.67,0,3.34,0,0.0434,0,1542.93,4,0,41.9973,4,7.31,3.94,7.3,15.7,0.4,0,0,0
2696.39,0,2.54,0,0.0229,0,1082.9,14,0,32.4953,4,12.21,1.32,6.7,15.8,1,1,0,0
147.79,2,0.46,2,0.4395,2,40.79,36,2,238.5119,21,150.98,12.55,5.3,11.1,4.4,3,1,2
625.02,2,0.31,2,0.293,2,372.37,37,2,225.6572,16,242.06,14.15,5.6,11.7,5.6,3,1,2
2062.64,0,3.29,0,0.0472,0,1060.02,2,0,4.1425,4,3.38,3.81,6.8,15.9,0.7,1,0,0
1497.14,1,1.65,1,0.1787,1,509.28,29,1,83.0356,10,127.13,6.36,8.7,13.9,2.1,2,1,1
994.47,2,0.21,2,0.4162,2,491.64,37,2,243.6133,20,164.66,16.06,5.1,11.5,4.7,3,1,2
2755.2,0,3.43,0,0.0313,0,1273.16,10,0,46.9455,2,14.26,1.94,6.8,14.8,0.6,0,0,0
2095.88,0,2.58,0,0.0407,0,1889.59,2,0,28.6006,2,2.53,0.38,6.6,14.2,0.2,1,0,0
802.43,2,0.94,2,0.3214,2,398.72,49,2,202.6201,19,217.95,25.66,5.7,10.2,5.4,3,1,2
731.24,2,0.54,2,0.2962,2,35.47,50,2,260.684,18,242.16,24.55,5.2,11.1,4.2,3,1,2
2659.46,0,2.88,0,0.0355,0,1218.32,15,0,26.7242,3,15.7,4.79,7.3,15.7,0.5,1,0,0
598.33,2,0.82,2,0.4258,2,232.36,48,2,279.419,16,236.77,17.81,5.8,11.2,5.7,3,1,2
1911.67,1,1.15,1,0.2039,1,969.77,34,1,101.0319,14,94.64,6.16,8,12.9,3.4,2,1,1
342.06,2,0.37,2,0.37,2,57.31,36,2,243.1824,17,193.82,13.61,5.1,12,6.1,3,1,2
752.98,2,0.48,2,0.2785,2,409.35,42,2,278.2623,19,159.19,18.94,5.2,10.4,4.9,3,1,2
2476.21,0,2.94,0,0.0236,0,1622.24,15,0,68.7117,6,15.32,4.49,6.6,15.8,1.3,1,0,0
365.86,2,0.56,2,0.3346,2,219.66,44,2,227.4586,17,172.83,22.07,5.6,11.1,4.4,3,1,2
1225.15,1,2.23,1,0.1659,1,895.97,27,1,186.5492,9,70.98,8.63,8.3,13.3,2.2,2,1,1
1533,1,2.02,1,0.239,1,935.99,24,1,181.2871,13,77.9,5.06,7.9,13.2,3.8,2,1,1
2417.19,0,3.73,0,0.0212,0,1628.6,17,0,22.2701,6,2.17,2.67,6.6,15.6,1.9,1,0,0
1409.03,1,1.53,1,0.0971,1,551.09,27,1,143.2059,11,94.68,7.21,8.8,12.3,3.8,2,1,1
959.68,2,0.72,2,0.305,2,483.91,36,2,273.2563,21,173.86,26.35,6.3,10.2,4.5,3,1,2
886.03,2,0.61,2,0.3519,2,444.06,37,2,231.348,16,233.21,25.13,5.7,10.3,4.5,3,1,2
2564.56,0,2.83,0,0,0,1997.66,0,0,33.569,7,0.59,4.67,6.9,15.6,0.5,0,0,0
2383.89,0,3.75,0,0.0289,0,1437.02,17,0,32.8317,3,19.09,2.82,6.5,15.9,1.1,0,0,0
2993.98,0,3.96,0,0.0072,0,1916.69,19,0,14.1433,6,14.42,3.62,6.7,14,1.3,1,0,0
1987.52,1,2.21,1,0.1043,1,739.72,24,1,176.3122,9,74.52,5.47,8.1,12.9,3.4,2,1,1
1167.86,1,1.44,1,0.1909,1,727.61,32,1,91.9506,9,117.52,6.3,7.8,13.6,3.7,2,1,1
2116.36,0,3.43,0,0.0003,0,1683.6,14,0,49.7207,8,1.93,2.7,7.3,14.9,0.8,1,0,0
709.77,2,0.35,2,0.4503,2,390.98,41,2,240.0651,18,241.79,13.43,5.4,12,4.9,3,1,2
2205.77,0,2.85,0,0.0095,0,1710.98,9,0,28.588,5,19.01,2.67,6.9,15.4,1.8,0,0,0
1098.34,1,2.07,1,0.139,1,568.77,28,1,121.1461,11,127.96,7.6,7.9,13.6,2.7,2,1,1
2750.79,0,3.36,0,0.0045,0,1238.11,3,0,41.7674,4,12.87,0.42,6.6,14.8,1.7,0,0,0
2011.17,0,3.57,0,0.0227,0,1792.11,15,0,8.883,2,19.72,1.67,6.5,14.5,1.4,1,0,0
1786.77,1,1.65,1,0.1712,1,757.42,33,1,136.0612,14,95.93,6.1,7.8,13,4,2,1,1
969.13,2,0.05,2,0.4247,2,300.1,50,2,270.7658,17,131.56,25.31,5.8,11.6,5.3,3,1,2
916.01,2,0.94,2,0.2878,2,38.17,39,2,220.8672,19,162.99,18.71,5.7,10.2,4.4,3,1,2
517.39,2,0.46,2,0.3517,2,492.8,48,2,298.5353,19,235.19,27.82,6.2,11.3,4.4,3,1,2
1369.88,1,1.56,1,0.0665,1,812.48,27,1,155.3657,13,28.3,7.16,8.6,12.8,2.4,2,1,1
2847.32,0,3.06,0,0.0093,0,1790.63,0,0,19.5832,7,1.22,2.24,6.6,14.4,0.1,1,0,0
2823.22,0,2.84,0,0.0381,0,1281.6,4,0,71.6998,4,11.24,2.72,7.1,14.5,1.2,1,0,0
1757.84,1,1.22,1,0.1342,1,829.47,26,1,130.9756,15,118.52,7.02,8.5,13.9,3.1,2,1,1
247.5,2,0.78,2,0.3782,2,149.9,44,2,271.7279,18,157.74,10,5.6,10.4,4.8,3,1,2
1056.78,1,1.26,1,0.2289,1,784.73,35,1,153.6733,10,24.93,7.56,7.8,12.4,2.1,2,1,1
1911.42,1,1.55,1,0.1453,1,951.81,28,1,156.3628,15,67.41,5.74,7.6,12.9,2.6,2,1,1
642.6,2,0.36,2,0.2706,2,456.56,37,2,238.0917,16,229.39,12.67,5.5,11.6,6.1,3,1,2
1396.25,1,2.09,1,0.2243,1,557.87,23,1,101.3504,12,110.26,7.68,8.3,13.9,2.5,2,1,1
1253.01,1,1.75,1,0.1904,1,783.91,34,1,138.7802,12,23.77,8.78,8.8,13.7,2.4,2,1,1
69.23,2,0.53,2,0.2881,2,437.69,42,2,298.7274,19,215.34,13.38,6,11,4.7,3,1,2
286.33,2,0.24,2,0.4174,2,427.14,37,2,237.5294,19,195.26,28.34,5.8,11.9,4.6,3,1,2
1272.58,1,1.91,1,0.2033,1,953.51,21,1,102.0165,14,29.28,8.25,8.1,13.4,3.3,2,1,1
1033.76,1,1.28,1,0.227,1,983.39,28,1,179.2153,15,84.24,7.94,7.8,13.4,2.3,2,1,1
436.99,2,0.23,2,0.3466,2,336.19,43,2,247.3215,18,216.06,12.21,5.4,10.3,6,3,1,2
2810.31,0,3.08,0,0.0369,0,1252.47,10,0,9.2672,6,0.05,4.83,6.8,15.6,1.5,0,0,0
2349.45,0,3.8,0,0.0133,0,1910.94,13,0,63.8659,3,13.4,4.54,7.4,14.4,1.7,1,0,0
2407.7,0,3.96,0,0.0342,0,1630,20,0,37.4472,4,2.5,2.81,6.9,14.4,0.8,1,0,0
2946.27,0,3.08,0,0.0288,0,1590.08,2,0,46.7724,3,2.23,1.91,6.6,15.8,2,1,0,0
724.65,2,0.25,2,0.2875,2,57.26,41,2,272.1597,20,232.39,10.09,6.4,10.1,5.1,3,1,2
2404.65,0,2.61,0,0.0492,0,1155.51,3,0,39.3011,4,10.4,3.18,7.1,14.3,0.7,0,0,0
654.32,2,0.67,2,0.2575,2,304.03,40,2,269.1922,18,164.96,20.6,5.4,11.2,4.6,3,1,2
773.41,2,0.54,2,0.3472,2,219.94,49,2,203.0698,16,216.82,21.57,5.6,10.3,4.3,3,1,2
753.35,2,0.01,2,0.3788,2,442.28,36,2,201.3877,18,202.05,18.64,6.3,12,4.5,3,1,2
2403.41,0,3.21,0,0.0355,0,1840.18,5,0,29.6864,5,9.99,2.15,6.7,14,0.5,0,0,0
2318.79,0,3.58,0,0.0351,0,1391.58,2,0,43.958,6,5.7,1.05,6.9,15.1,1.7,0,0,0
2485.68,0,3.05,0,0.0287,0,1798.77,17,0,4.3963,3,0.35,4.99,6.7,15.6,0.9,0,0,0
2036.17,0,2.62,0,0.0282,0,1669.8,13,0,29.3741,1,0.65,4.79,7.4,15.7,1.1,1,0,0
2626.03,0,2.53,0,0.05,0,1509.41,13,0,50.6114,5,2.01,4.29,7,15.9,1.7,1,0,0
1168.77,1,1.58,1,0.245,1,755.34,31,1,118.5694,10,77.02,8.45,8.7,12.9,3.1,2,1,1
2582.16,0,2.73,0,0.0294,0,1363.77,11,0,7.8734,7,17.29,1.57,7.2,15.2,1.8,1,0,0
1625.61,1,1.4,1,0.1123,1,913.41,23,1,196.9838,14,112.98,7.67,7.9,12.4,3.5,2,1,1
47.69,2,0.38,2,0.4654,2,429.15,47,2,220.2427,20,169.03,27.74,5.7,12,5,3,1,2
1805.53,1,2.02,1,0.1281,1,740.91,21,1,166.5242,15,70.39,6.52,8.3,12.2,3.7,2,1,1
1251.02,1,1.67,1,0.2325,1,916.18,26,1,193.1201,11,24.96,5.97,8,13.7,3.5,2,1,1
620.41,2,0.25,2,0.4854,2,229.87,43,2,203.4383,16,216.48,19.3,5,10.3,4.7,3,1,2
2392.49,0,2.9,0,0.0009,0,1644.25,10,0,55.4728,0,14.42,3.44,6.8,14.6,1.2,1,0,0
965.21,2,0.73,2,0.2996,2,322.76,36,2,246.8745,21,205.98,24.19,5.2,11.3,4.2,3,1,2
729.98,2,0.93,2,0.4043,2,227.58,49,2,286.8159,19,229.16,23.76,5.4,10.9,5.3,3,1,2
1531.38,1,1.67,1,0.0607,1,749.98,21,1,168.424,9,46.69,7.03,8.8,13.6,3.7,2,1,1
1986.77,1,1.49,1,0.0597,1,818.28,24,1,161.5035,14,91.15,6.46,7.9,13.6,3.6,2,1,1
1378.83,1,1.54,1,0.1932,1,932.66,22,1,90.9633,11,110.76,8.85,8.6,13.9,2.2,2,1,1
1669.05,1,2.37,1,0.1697,1,930.8,23,1,129.359,11,65.37,6.89,8,12.1,3.6,2,1,1
2665.51,0,2.65,0,0.0399,0,1813.04,6,0,27.32,2,15.15,0.15,7.1,14.6,1,0,0,0
944.03,2,0.87,2,0.2551,2,354.21,46,2,298.0105,16,202.12,23.44,6.1,11.7,4.3,3,1,2
2318.26,0,3.63,0,0.049,0,1649.03,11,0,16.5129,5,13.33,2.99,7.3,14.3,0.3,0,0,0
729.4,2,0.89,2,0.3835,2,454.27,37,2,212.1434,19,150.67,27.4,5.7,11.2,4.8,3,1,2
1476.54,1,2.15,1,0.176,1,613.67,30,1,177.3923,10,82.42,6.56,8.8,12.2,3.6,2,1,1
2290.42,0,3.16,0,0.0079,0,1037.05,19,0,71.6508,2,10.56,4.05,7.2,15.8,0.6,1,0,0
2101.63,0,3.15,0,0.0414,0,1730,1,0,42.9882,8,13.34,1.39,7.4,14.3,0.9,1,0,0
608.65,2,0.96,2,0.3422,2,382.37,39,2,278.3968,21,135.23,9.45,5.2,10.6,5.8,3,1,2
2988.24,0,2.95,0,0.0319,0,1074.78,2,0,66.2784,2,16.38,1.84,6.6,15.2,0.8,1,0,0
2863.07,0,2.76,0,0.018,0,1122.87,18,0,70.9657,8,12.35,1.58,7.1,15.9,1.6,1,0,0
309.34,2,0.2,2,0.3235,2,342.01,50,2,291.0273,19,245.81,9.61,5.3,11.1,4.3,3,1,2
1853.86,1,1.71,1,0.0725,1,900.96,35,1,90.8703,9,95.74,8.22,7.9,12.2,3.8,2,1,1
2308.07,0,3.99,0,0.0049,0,1540.44,8,0,74.7262,1,4.67,0.59,6.8,15.5,1.7,0,0,0
1721.96,1,2.36,1,0.1286,1,706.47,33,1,197.3091,14,53.68,6.9,8,13.4,2.3,2,1,1
40.8,2,0.35,2,0.3187,2,395.77,50,2,240.9587,19,195.45,25.25,5.5,10.4,5.3,3,1,2
869.34,2,0.18,2,0.2838,2,264.71,47,2,288.3375,16,153.39,17.81,5.8,11.1,4.7,3,1,2
260.16,2,0.01,2,0.4707,2,126.81,48,2,256.1983,19,145.42,9.79,5.3,11.6,4.2,3,1,2
488.7,2,0.92,2,0.4468,2,463.23,36,2,296.3328,18,151.51,12.72,6.4,11,5.1,3,1,2
2664.04,0,3.99,0,0.006,0,1420.15,16,0,38.2936,7,1.68,3.38,7,15.8,0.5,1,0,0
491,2,0.84,2,0.3461,2,496.38,36,2,222.946,16,243.28,19.61,6.3,11.4,6,3,1,2
420.45,2,0.21,2,0.2666,2,363.6,49,2,298.7768,21,180.99,28.47,6.2,11.1,4.2,3,1,2
2382.06,0,3.86,0,0.0117,0,1563,19,0,8.9934,7,2.57,4.36,7.1,16,0.1,0,0,0
2090,0,3.62,0,0.0471,0,1464.78,5,0,25.462,1,11.14,0.34,7.4,14,0.6,1,0,0
2713.42,0,3.12,0,0.0137,0,1602.01,17,0,69.921,8,3.73,1.88,6.9,15.3,0.8,1,0,0
106.69,2,0.57,2,0.3544,2,489.75,49,2,232.6528,20,223.39,17.27,5.1,12,4.7,3,1,2
1488.25,1,1.06,1,0.0632,1,529.02,28,1,147.8233,13,91.87,5.07,8.3,12.4,3.3,2,1,1
2789.37,0,3.4,0,0.0217,0,1625.72,11,0,11.9226,5,13.51,3.38,7.2,15.4,1,1,0,0
2739.8,0,3.37,0,0.0189,0,1678.9,13,0,24.5155,2,14.11,0.04,7.1,14.8,0.7,1,0,0
2092.1,0,3.88,0,0.0327,0,1625.35,4,0,65.9823,4,7.67,3.41,7.4,15.9,1.6,0,0,0
2756.52,0,2.57,0,0.014,0,1100.03,9,0,73.8856,4,12,1.45,6.9,14.4,0.4,0,0,0
387.93,2,0.81,2,0.4103,2,368.15,45,2,230.1209,20,136.82,13.99,5.2,11,4.5,3,1,2
1403.89,1,1.12,1,0.1283,1,953.26,21,1,173.8447,10,77.26,5.78,8.6,13,2.3,2,1,1
1137.43,1,2.36,1,0.2105,1,984,31,1,116.7331,9,36.16,5.27,8.9,13.8,4,2,1,1
1139.39,1,1.61,1,0.0734,1,666.78,26,1,123.1174,11,62.23,6.16,8.7,13.6,2.4,2,1,1
2666.9,0,2.69,0,0.0232,0,1370.85,12,0,12.5596,3,11.52,1.63,7.3,15.4,0.5,1,0,0
2628.36,0,2.88,0,0.0109,0,1668.29,3,0,0.0449,2,14.77,3.85,6.9,15.1,1.1,0,0,0
1878.8,1,1.85,1,0.2121,1,922.23,29,1,98.4808,10,75.91,6.52,8.1,12.5,3.4,2,1,1
2706.67,0,3.41,0,0.0022,0,1171.31,14,0,27.5742,4,0.67,1.71,7.2,14.3,0.4,1,0,0
1272.9,1,1.65,1,0.1115,1,778.43,31,1,144.4435,15,60.57,8.45,8.4,12.6,2.8,2,1,1
858.26,2,0.44,2,0.3613,2,271.72,40,2,279.8579,16,160.72,28.88,5.5,11.7,5.3,3,1,2
468.84,2,0.92,2,0.3852,2,185.76,40,2,255.4207,18,236.71,15.8,6.1,11.6,5.4,3,1,2
1563.03,1,2.01,1,0.1238,1,553.26,28,1,142.1484,11,109.55,5.53,8.2,12.2,3.2,2,1,1
1732.92,1,1.48,1,0.2013,1,728.43,30,1,107.0365,14,73.91,6.54,8.7,13.6,2.9,2,1,1
2880.15,0,2.94,0,0.0366,0,1252.08,20,0,17.009,2,12.63,3.98,6.5,15.3,0.7,1,0,0
2820.52,0,3.3,0,0.0167,0,1649.28,5,0,23.3281,3,1.42,4.07,7.3,15,1.6,1,0,0
2997.53,0,3.93,0,0.0267,0,1621.01,18,0,72.9896,5,15.13,1.27,7.3,15.9,1.1,0,0,0
1948.96,1,2.26,1,0.1428,1,953.1,34,1,145.907,11,60.97,8.56,7.9,12.7,3.5,2,1,1
1928.46,1,2.37,1,0.0806,1,776.35,26,1,100.2089,10,88.24,8.45,8,13.8,2.4,2,1,1
193.94,2,0.35,2,0.3595,2,10.35,40,2,252.9533,21,136.49,22.26,5,12.1,5.2,3,1,2
92.04,2,0.61,2,0.3437,2,321.52,38,2,246.6042,20,183.68,23.79,5.3,11.2,4.4,3,1,2
2862.46,0,2.63,0,0.0329,0,1511.54,4,0,1.1719,4,5.49,0.72,6.7,15.1,1.8,0,0,0
2948.14,0,2.52,0,0.0057,0,1683.26,12,0,20.8696,7,0.46,2.09,7.4,14.9,1.8,1,0,0
568.46,2,0.34,2,0.3965,2,232.27,43,2,261.2084,21,196.99,26.66,5.6,11.6,5.2,3,1,2
960.87,2,0.03,2,0.254,2,265.12,43,2,294.4459,19,175,28.97,5.4,10.8,5.6,3,1,2
227.17,2,0.71,2,0.3368,2,120.26,43,2,263.4183,20,135.51,19.43,5.5,11.7,5.9,3,1,2
1789.62,1,1.89,1,0.0808,1,551.37,27,1,138.4706,14,94.55,5.37,8.8,12.5,2.4,2,1,1
2190.59,0,3.08,0,0.0321,0,1188.35,20,0,37.0991,7,1.42,1.3,6.8,15.8,1.7,0,0,0
305.32,2,0.56,2,0.388,2,284.07,46,2,249.6451,18,222.9,29.47,5.8,10.9,5.6,3,1,2
2593.22,0,2.99,0,0.0379,0,1512.44,8,0,30.4877,7,11.4,0.07,7.2,15.6,0.2,0,0,0
314.27,2,0.36,2,0.4866,2,166.34,42,2,243.2829,16,192.22,14.7,6.2,10.6,5.6,3,1,2
449.59,2,0.88,2,0.4751,2,282.04,40,2,251.6016,17,243.86,24,5.7,10.2,5.5,3,1,2
2502.15,0,3.86,0,0.0055,0,1502.12,19,0,43.0643,5,15.36,0.36,6.7,14.9,1.3,1,0,0
1628.33,1,1.4,1,0.0613,1,603.64,33,1,166.4584,11,51.59,7.84,8.2,14,4,2,1,1
25.23,2,0.43,2,0.2849,2,64.71,46,2,280.0436,21,161.64,25.56,6.2,12.1,4.7,3,1,2
765.47,2,0.81,2,0.352,2,182.33,40,2,244.8991,16,198.4,19.06,5.2,11.2,5.1,3,1,2
2499.48,0,3.32,0,0.0024,0,1965.9,7,0,60.1815,6,18.01,1.06,6.8,15,1.4,0,0,0
101.38,2,0.16,2,0.3625,2,198.79,44,2,294.5887,17,142.06,24.39,6.2,11.9,5.6,3,1,2
1560.42,1,1.54,1,0.0904,1,760.12,25,1,102.4898,15,124.11,6.08,7.6,13.6,2.2,2,1,1
2682.74,0,2.82,0,0.012,0,1452.11,3,0,0.1207,8,1.68,2.06,7.2,15.7,0.9,0,0,0
1253.98,1,1.83,1,0.1269,1,982.39,28,1,76.4595,13,95.09,7.55,8.5,12.7,2.3,2,1,1
2004.84,0,2.53,0,0.0185,0,1461.5,11,0,15.9822,7,9.43,3.08,7.5,15.6,0.1,0,0,0
532.01,2,0.64,2,0.4729,2,320.97,36,2,235.7276,21,185.28,24.75,6.1,11.9,4.6,3,1,2
2948.54,0,2.81,0,0.0498,0,1616.03,20,0,54.2615,0,7.33,3.8,7.5,15.3,1.4,1,0,0
2257.71,0,2.72,0,0.0447,0,1064.04,19,0,32.7671,7,16.58,1.15,6.7,15.2,1.5,1,0,0
1428.22,1,1.8,1,0.1189,1,824.94,34,1,186.6996,12,38.6,5.54,8.7,13.8,2.6,2,1,1
1204.61,1,1.19,1,0.146,1,994.82,31,1,130.3229,13,54.07,7.71,8.7,12.2,3.7,2,1,1
2615.57,0,3.54,0,0.0151,0,1229.3,18,0,20.6153,8,18.33,0.09,6.9,14.9,1.1,1,0,0
2419.16,0,3.87,0,0.0136,0,1600.01,11,0,7.8595,3,3.36,1.04,6.8,15.4,0.6,1,0,0
2786.6,0,3.06,0,0.0056,0,1278.78,10,0,61.3977,5,2.64,0.8,7.3,14.3,0.9,1,0,0
612.35,2,0.32,2,0.2794,2,297.92,41,2,239.2579,16,205.64,15.96,5.2,10.9,4.3,3,1,2
168.15,2,0.73,2,0.2856,2,469.9,47,2,262.3536,20,152.96,29.5,5,10.4,6.1,3,1,2
535.58,2,0.31,2,0.3748,2,219.3,49,2,297.1919,17,209.2,19.31,5.7,11.1,5.3,3,1,2
833.83,2,0.3,2,0.4287,2,127,47,2,202.9391,17,188.18,9.92,5.2,11.4,5.5,3,1,2
2582.5,0,3.6,0,0.0029,0,1129.38,17,0,1.7113,0,17.11,3.88,6.9,14.6,0.8,1,0,0
2874.67,0,3.48,0,0.0465,0,1859.56,2,0,9.9538,0,16.81,4.6,6.9,14.3,1.8,1,0,0
1089.76,1,1.81,1,0.146,1,977.19,24,1,116.7825,14,72.72,5.57,8.7,13.6,3.7,2,1,1
1976.95,1,1.22,1,0.0583,1,754.34,28,1,194.9467,14,76.25,7.93,9,13,4,2,1,1
2972.27,0,2.55,0,0.0045,0,1733.53,17,0,0.5815,2,6.3,2.83,7.4,15.9,0.3,0,0,0
2771.09,0,3.35,0,0.0004,0,1600.59,12,0,8.408,8,15.8,1.75,6.7,14.3,1.9,1,0,0
482.92,2,0.77,2,0.2631,2,320.13,38,2,248.1837,18,205.14,29.47,6,10.3,5.4,3,1,2
894.36,2,0.84,2,0.3572,2,225.24,48,2,297.8663,19,175.14,18.12,6.2,10.9,5.2,3,1,2
1812.86,1,1.29,1,0.1174,1,629.22,23,1,139.9676,14,22.41,8.56,7.7,12.7,2.7,2,1,1
2983.8,0,3.69,0,0.0013,0,1071.12,3,0,35.9115,8,2.12,0.52,6.9,15.3,1.2,1,0,0
2233.42,0,2.92,0,0.024,0,1858.41,16,0,12.9901,4,3.56,4.55,6.9,14.4,0.2,0,0,0
90.12,2,0.2,2,0.3503,2,349.57,38,2,249.0179,18,137.64,24.3,6.2,11.6,5.3,3,1,2
257.5,2,0.96,2,0.422,2,432.61,43,2,288.2592,17,149.4,18.26,5.6,10.6,4.1,3,1,2
113.66,2,0.06,2,0.2882,2,328.21,44,2,243.2069,19,210.19,17.2,5.4,11.1,5,3,1,2
403.75,2,0.65,2,0.4378,2,295.85,47,2,272.1088,21,161.78,28.04,5.6,10.9,5.4,3,1,2
853.33,2,0.26,2,0.2619,2,205.08,37,2,224.122,20,231.57,23.21,5.5,11.9,6,3,1,2
2364.23,0,2.93,0,0.0001,0,1837.78,17,0,73.3101,3,9.45,3.18,7.4,14.1,0.3,1,0,0
516.82,2,0.61,2,0.3473,2,326.68,48,2,236.7687,19,178.16,28.05,5.9,11.8,4.6,3,1,2
2139.31,0,3.16,0,0.0442,0,1857.49,12,0,72.1273,5,14.43,1.17,7,14.1,0,0,0,0
1914.87,1,2.02,1,0.0534,1,737.8,28,1,166.0744,13,86.62,6.8,7.6,13.7,3.9,2,1,1
374.76,2,0.69,2,0.404,2,332.91,48,2,218.2396,16,244.67,23.1,6.3,10.8,4.6,3,1,2
1359.97,1,2.12,1,0.1351,1,773.39,32,1,137.0009,14,42.33,7.83,9,13.8,4,2,1,1
1318.52,1,1.72,1,0.0943,1,856.27,25,1,86.2479,11,93.48,7.98,8.2,12.7,3.5,2,1,1
2971.1,0,3.85,0,0.0272,0,1510.54,9,0,48.9483,7,0.32,3.38,7.4,15.9,1,0,0,0
560.15,2,0.59,2,0.4592,2,482.82,36,2,267.1911,17,232.8,15.39,6,10.5,5.9,3,1,2
2528.92,0,3.54,0,0.0008,0,1010.09,11,0,66.697,4,6.14,2.62,6.8,14.4,1.7,0,0,0
1588.14,1,2.05,1,0.0896,1,937.74,25,1,86.3959,12,97.28,8.1,7.9,12.2,2.7,2,1,1
1613.36,1,1.61,1,0.0866,1,914.28,29,1,198.9719,13,103.12,6.91,7.7,13.2,3.3,2,1,1
876.57,2,0.99,2,0.4032,2,185.74,50,2,266.1094,17,245.03,16.89,6.1,11.3,5.4,3,1,2
2047.88,0,2.61,0,0.0377,0,1493.22,0,0,13.493,5,4.59,3.56,6.8,14.1,0.7,1,0,0
2813.18,0,3.68,0,0.0035,0,1119.15,7,0,3.2003,7,5.55,3.78,7.5,14.4,1.9,0,0,0
2206,0,2.93,0,0.0102,0,1076.68,20,0,24.5487,3,14.4,4.11,6.7,15,1.1,0,0,0
698.98,2,0.57,2,0.3854,2,346.99,39,2,288.3313,17,156.32,13.85,5.5,11.1,5.6,3,1,2
2668.27,0,2.77,0,0.0253,0,1338.77,20,0,64.3669,1,7.89,2.55,6.8,14.7,0.4,1,0,0
314.1,2,0.24,2,0.3258,2,236.81,44,2,281.3196,20,198.41,27.76,5.6,10.4,5.1,3,1,2
1358.06,1,1.37,1,0.1541,1,573.55,25,1,97.3312,15,122.97,5.19,8.8,13.8,2.6,2,1,1
1603.09,1,1.98,1,0.1725,1,737.63,35,1,123.3363,11,30.48,7.32,8.9,12.1,3.9,2,1,1
1136.92,1,1.89,1,0.1784,1,631.72,22,1,77.9988,11,41.25,8.76,7.8,13.4,3.8,2,1,1
2706.31,0,2.96,0,0.0157,0,1505.86,2,0,3.1808,7,0.9,0.89,7.2,15.4,0.2,1,0,0
